Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Soil_pH,Rainfall,Crop,State,District,Latitude,Longitude,Altitude,Soil_Type,Organic_Carbon,Electrical_Conductivity,Groundwater_Level,Soil_Moisture,Agro_Climatic_Zone,Water_Availability,Irrigation_Type,Season,Month,Wind_Speed,Solar_Radiation,Sunshine_Hours,NPK_Total,NPK_Ratio_N,NPK_Ratio_P,NPK_Ratio_K,Fertility_Index,Crop_Suitability_Score,Rainfall_Category,Temperature_Category,Soil_Fertility_Index,Rainfall_Category_Code,Temperature_Category_Code,Season_Code
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea,Maharashtra,Nagpur,19.675846,75.85407,551.7,Black,0.908,0.511,11.91,28.23,Western Plateau and Hills Region,Medium,Sprinkler,Rabi,October,9.63,19.63,8.46,179,0.15083798040011281,0.4078212062669717,0.4413407574669968,46.66,0.15745687846355047,Medium,Cool,45.77057650256201,1,1,0
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea,Madhya Pradesh,Jabalpur,23.813551,78.753049,462.2,Black,0.745,0.412,15.62,31.43,Central Plateau and Hills Region,Low,Rainfed,Rabi,October,10.48,20.11,7.68,179,0.16759775600012536,0.3910614306669592,0.4413407574669968,44.62,0.1643431469961805,Low,Moderate,38.49041546260313,0,1,0
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea,Maharashtra,Pune,19.659191,74.697365,704.0,Loamy,0.708,0.221,11.98,26.91,Western Plateau and Hills Region,Low,Sprinkler,Rabi,October,9.53,18.86,8.04,189,0.30158728563030235,0.30158728563030235,0.3968253758293452,44.15,0.2103123296945636,Medium,Cool,31.56900068899199,1,0,0
27,79,82,17.06579293,17.54024066,6.307004923,70.87150577,chickpea,Maharashtra,Kolhapur,19.054128,76.119804,425.1,Black,0.737,0.245,17.62,39.08,Western Plateau and Hills Region,Medium,Rainfed,Rabi,October,6.54,19.66,8.78,188,0.14361701363739288,0.4202127436057051,0.4361701895654154,48.59,0.15186131743590267,Low,Cool,50.94327972068086,0,0,0
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea,Maharashtra,Pune,19.427383,75.127858,311.7,Black,1.084,0.795,8.22,28.57,Western Plateau and Hills Region,Medium,Rainfed,Rabi,October,12.9,19.23,8.66,188,0.17021275690357676,0.3776595543798109,0.45212763552512575,53.51,0.20256647362816257,Medium,Moderate,78.17326795850931,1,1,0
31,76,82,20.8248451,17.85057083,7.599279991,79.20509212,chickpea,Madhya Pradesh,Jabalpur,22.306268,78.640204,371.7,Loamy,0.646,0.407,9.35,33.7,Central Plateau and Hills Region,Low,Rainfed,Rabi,November,6.76,19.29,8.36,189,0.16402115534279602,0.40211638084040313,0.43386241090675076,43.57,0.15256848184643088,Medium,Moderate,30.594306051532158,0,1,0
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea,Maharashtra,Nagpur,19.716601,75.922365,649.0,Loamy,0.537,0.467,15.28,26.58,Western Plateau and Hills Region,Medium,Rainfed,Rabi,November,11.16,19.37,7.52,192,0.17187499104817755,0.39062497965494897,0.43749997721354283,44.13,0.14996184334305698,Low,Cool,31.108762595743872,0,1,0
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea,Uttar Pradesh,Lucknow,26.653138,81.154744,129.9,Black,0.795,0.305,5.46,38.82,Upper Gangetic Plains Region,Low,Sprinkler,Rabi,October,7.94,17.57,6.88,204,0.23039214556901247,0.39215684352172336,0.3774509618896587,48.84,0.14693253988411087,Medium,Cool,42.32480042152373,0,0,0
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea,Maharashtra,Pune,19.929717,75.387028,616.1,Loamy,1.022,0.378,6.07,32.31,Western Plateau and Hills Region,Medium,Rainfed,Rabi,October,10.8,18.87,8.31,196,0.2755101900249903,0.31632651447313703,0.4081632444814671,50.58,0.19273561409927975,Medium,Cool,54.96282199445101,0,0,0
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea,Madhya Pradesh,Ujjain,22.986153,78.472752,513.9,Loamy,0.683,0.485,6.07,29.21,Central Plateau and Hills Region,Low,Rainfed,Rabi,November,6.21,17.31,8.15,204,0.23039214556901247,0.38725488297770183,0.38235292243368024,51.39,0.16887071224202102,Low,Cool,54.20486787986676,0,0,0
35,57,83,19.48316794,17.44534641,7.476800943,80.4986291,chickpea,Uttar Pradesh,Varanasi,27.539905,80.128558,171.7,Black,0.869,0.353,6.53,39.91,Upper Gangetic Plains Region,Low,Sprinkler,Rabi,October,8.75,19.09,7.99,175,0.19999998857142923,0.3257142671020419,0.47428568718367503,44.57,0.18831918976501885,Medium,Cool,41.023732879103335,1,1,0
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea,Uttar Pradesh,Kanpur,26.897106,80.642636,133.1,Black,0.894,0.342,5.18,25.78,Upper Gangetic Plains Region,Medium,Rainfed,Rabi,November,10.24,16.78,6.88,203,0.261083730981097,0.35960589361547324,0.37931032614234844,51.04,0.18767443282266433,Medium,Cool,53.6232841854995,0,1,0
45,61,78,19.48649305,16.06240074,6.489389282,81.5284269,chickpea,Madhya Pradesh,Bhopal,24.137697,78.780185,450.2,Loamy,0.557,0.296,6.23,36.83,Central Plateau and Hills Region,High,Sprinkler,Rabi,October,11.79,19.85,8.41,184,0.24456520409971716,0.3315217211129499,0.42391302043950974,46.53,0.23769717778600527,Medium,Cool,41.419109523090754,1,1,0
37,78,79,19.95264829,14.82633099,7.786366322,88.6810311,chickpea,Uttar Pradesh,Lucknow,26.523872,81.102264,122.6,Black,0.894,0.745,6.92,32.97,Upper Gangetic Plains Region,Low,Sprinkler,Rabi,October,6.14,15.17,7.63,194,0.19072163965352373,0.40206183494526626,0.4072164738548209,47.26,0.15596320768066907,Medium,Cool,39.512536938904496,1,1,0
30,75,81,19.41789736,16.80472243,6.408437886,68.4951189,chickpea,Rajasthan,Bikaner,26.477672,73.818944,216.1,Loamy,0.813,0.516,30.22,37.71,Western Dry Region,Low,Rainfed,Rabi,November,12.27,19.44,8.67,186,0.1612903139091229,0.40322578477280724,0.4354838475546318,49.79,0.1719737539860311,Low,Cool,57.93172003229098,0,1,0
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea,Maharashtra,Pune,19.443665,75.541349,545.5,Black,0.649,0.658,13.54,27.58,Western Plateau and Hills Region,Medium,Sprinkler,Rabi,November,6.65,19.97,8.54,174,0.21264366594001918,0.3160919358567853,0.4712643407319344,37.33,0.1664564599694012,Medium,Cool,22.6744375,0,1,0
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea,Rajasthan,Kota,26.308475,74.08361,399.4,Black,0.92,0.474,21.8,34.33,Western Dry Region,Low,Rainfed,Rabi,October,11.89,19.95,10.01,194,0.27319586220639885,0.3350515291210552,0.39175255712615686,43.78,0.1691569475052807,Medium,Moderate,36.512499999999996,0,1,0
22,60,85,18.8392908,14.74071856,7.811997977,94.78189594,chickpea,Uttar Pradesh,Lucknow,26.739351,79.745813,155.3,Black,0.734,0.773,11.38,39.84,Upper Gangetic Plains Region,Medium,Sprinkler,Rabi,October,4.33,15.93,7.67,167,0.13173651905769346,0.35928141561189125,0.5089820054501794,39.67,0.16136300921771204,Medium,Cool,26.99973302472025,1,1,0
60,61,78,20.71219282,19.83643308,6.317153205,94.03659867,chickpea,Uttar Pradesh,Kanpur,26.221915,80.508025,209.9,Black,0.959,0.232,6.09,38.45,Upper Gangetic Plains Region,Low,Rainfed,Rabi,November,3.86,16.09,7.41,199,0.30150752253731045,0.3065326479129323,0.39195977929850356,53.94,0.2966869538535508,Medium,Moderate,73.95766665841312,1,1,0
42,67,77,18.99424448,15.9362937,7.114405288,78.69707199,chickpea,Uttar Pradesh,Lucknow,28.293084,79.775647,142.0,Loamy,0.574,0.409,5.35,34.39,Upper Gangetic Plains Region,Low,Rainfed,Rabi,October,8.45,18.89,6.18,186,0.22580643947277207,0.36021503439704117,0.4139784723667488,44.56,0.1925371718930408,Medium,Cool,34.23328411719999,0,1,0
39,76,76,19.96837462,15.57324389,8.135900726,69.15759062,chickpea,Uttar Pradesh,Lucknow,26.937352,79.860673,168.7,Black,0.602,0.736,9.32,38.87,Upper Gangetic Plains Region,Medium,Rainfed,Rabi,October,4.75,16.93,7.32,191,0.2041884709848968,0.3979057383295425,0.3979057383295425,41.45,0.1441848987637476,Low,Cool,23.0265,0,1,0
35,63,76,17.81564548,17.60756635,7.714153038,90.82097601,chickpea,Uttar Pradesh,Lucknow,27.418934,80.133985,195.6,Black,1.196,0.236,7.93,28.2,Upper Gangetic Plains Region,Medium,Rainfed,Rabi,October,8.82,19.32,5.73,174,0.20114941372704517,0.36206894470868134,0.4367815840930124,48.36,0.1772696504235698,Medium,Cool,49.57005176539433,1,0,0
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea,Madhya Pradesh,Indore,22.370676,78.649102,353.1,Black,1.04,0.435,17.74,33.13,Central Plateau and Hills Region,Medium,Sprinkler,Rabi,October,9.36,18.16,7.51,177,0.16949151584793695,0.3672316176705301,0.463276809984361,48.96,0.18345208836852134,Medium,Moderate,58.251668942609996,0,1,0
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea,Rajasthan,Jaipur,26.466727,75.320996,458.1,Loamy,0.964,0.471,25.38,36.65,Western Dry Region,Medium,Sprinkler,Rabi,November,13.44,20.53,9.15,191,0.29842930374715687,0.2931937019270313,0.4083769419697936,43.07,0.16128082814163444,Low,Cool,37.957499999999996,0,0,0
48,65,78,17.43732714,14.33847406,7.861128148,73.0926704,chickpea,Maharashtra,Nashik,20.147474,75.245854,666.9,Loamy,0.537,0.259,13.83,24.18,Western Plateau and Hills Region,Low,Sprinkler,Rabi,October,5.3,17.82,8.04,191,0.25130888736602686,0.34031411830816133,0.4083769419697936,41.61,0.16641345704135227,Medium,Cool,22.77191952455851,0,0,0
36,56,83,18.89780215,19.76182946,7.4526709,69.09512477,chickpea,Maharashtra,Kolhapur,19.504794,75.603262,678.0,Loamy,0.779,0.328,15.04,32.47,Western Plateau and Hills Region,Low,Rainfed,Rabi,October,5.61,19.07,7.39,175,0.20571427395918435,0.31999998171428673,0.47428568718367503,43.44,0.17999174672326532,Low,Cool,37.2800714980375,0,1,0
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea,Madhya Pradesh,Ujjain,24.226423,78.538411,423.7,Loamy,1.066,0.514,12.72,25.17,Central Plateau and Hills Region,Low,Sprinkler,Rabi,October,9.98,17.79,7.67,173,0.23121385946740697,0.3352600962277401,0.43352598650138807,48.87,0.2184883476970549,Medium,Cool,57.89864872507624,1,1,0
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,chickpea,Madhya Pradesh,Indore,24.482239,78.08334,490.5,Loamy,0.595,0.17,11.87,26.43,Central Plateau and Hills Region,High,Rainfed,Rabi,November,4.75,17.95,8.66,200,0.24499998775000062,0.3449999827500009,0.409999979500001,46.3,0.18282613530718525,Medium,Cool,35.990956513531245,1,1,0
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans,Himachal Pradesh,Mandi,32.188328,76.388855,1169.0,Loamy,0.621,0.312,8.87,30.37,Western Himalayan Region,Low,Rainfed,Kharif,July,14.21,19.05,6.15,98,0.1326530476884645,0.6122448354852208,0.2551020147855087,32.7,0.25452143896280544,High,Cool,17.364539127667495,1,0,1
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans,Jammu and Kashmir,Anantnag,32.988298,75.24975,2694.2,Alluvial,0.625,0.233,5.87,33.81,Western Himalayan Region,Medium,Sprinkler,Kharif,August,11.4,15.66,6.49,111,0.22522520493466622,0.6306305738170654,0.1441441311581864,36.1,0.22986856489956575,Medium,Cool,21.062678309218747,1,1,1
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,Jammu and Kashmir,Jammu,33.710481,75.930289,2973.6,Alluvial,0.556,0.216,4.07,29.0,Western Himalayan Region,High,Rainfed,Kharif,August,8.35,17.8,5.44,108,0.28703701045953606,0.5092592121056285,0.2037036848422514,34.65,0.3418582059266994,Medium,Moderate,19.517361184905006,1,1,1
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans,Jammu and Kashmir,Jammu,33.23945,75.642703,2811.4,Loamy,0.86,0.462,8.2,33.87,Western Himalayan Region,Medium,Sprinkler,Kharif,August,12.97,15.99,5.28,120,0.33333330555555785,0.5333332888888925,0.13333332222222313,41.65,0.2891906624620376,High,Cool,34.78237011833334,1,0,1
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans,Himachal Pradesh,Mandi,31.267015,77.013561,1125.6,Loamy,1.088,0.448,3.53,33.54,Western Himalayan Region,High,Sprinkler,Kharif,July,7.29,15.85,5.3,83,0.02409638263899004,0.7349396704891963,0.24096382638990044,37.96,0.22361157570046708,Medium,Moderate,27.94164366282667,0,1,1
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans,Himachal Pradesh,Mandi,31.670105,77.042676,2485.2,Alluvial,0.437,0.462,6.86,23.41,Western Himalayan Region,Low,Rainfed,Kharif,August,14.07,15.28,6.18,113,0.23008847521340928,0.5752211880335232,0.19469024825750014,34.25,0.291499073824167,High,Cool,16.282463673537706,1,0,1
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,Himachal Pradesh,Shimla,31.780084,76.894125,2453.0,Loamy,0.732,0.491,6.84,35.91,Western Himalayan Region,Medium,Sprinkler,Kharif,July,10.99,16.2,5.63,95,0.17894734958448952,0.5999999368421118,0.22105260831025175,34.44,0.22013799810442272,Low,Cool,21.085952815979,0,1,1
26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans,Jammu and Kashmir,Srinagar,33.540068,75.378209,1405.3,Alluvial,0.512,0.322,9.65,20.26,Western Himalayan Region,Low,Sprinkler,Kharif,July,5.84,18.53,5.18,124,0.20967740244537075,0.6451612382934485,0.1451612786160259,35.95,0.20096213371687116,Medium,Cool,17.669260060970664,1,1,1
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans,Himachal Pradesh,Kullu,32.423087,77.249684,2255.6,Alluvial,0.445,0.508,5.29,29.29,Western Himalayan Region,Low,Rainfed,Kharif,August,12.56,16.78,5.93,93,0.18279567926928178,0.6344085339345662,0.18279567926928178,30.05,0.26334980042392553,High,Cool,12.018671386615003,1,1,1
27,59,22,21.81167649,23.20591245,5.794158504,130.0608093,kidneybeans,Uttar Pradesh,Lucknow,26.651035,80.810128,184.0,Alluvial,0.463,0.172,4.38,32.97,Upper Gangetic Plains Region,Medium,Sprinkler,Kharif,July,12.0,17.94,6.75,108,0.249999976851854,0.5462962457133106,0.2037036848422514,33.04,0.33036630781114495,High,Moderate,15.534607540023003,1,1,1
28,58,24,19.72702528,18.28173015,5.748190463,143.7630894,kidneybeans,Himachal Pradesh,Shimla,32.130581,77.183216,1098.4,Alluvial,0.482,0.268,9.79,20.99,Western Himalayan Region,Low,Sprinkler,Kharif,July,13.34,16.82,5.85,110,0.2545454314049608,0.5272726793388474,0.21818179834710924,33.3,0.3351538321494834,High,Cool,16.1641147305595,1,1,1
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,Madhya Pradesh,Ujjain,23.259854,79.600948,520.6,Loamy,0.889,0.446,17.01,30.95,Central Plateau and Hills Region,Low,Rainfed,Kharif,July,6.31,18.51,7.51,101,0.24752472796784872,0.5643563797666951,0.18811879325556502,36.84,0.22489635503217664,Medium,Cool,25.107564345434664,1,0,1
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans,Madhya Pradesh,Ujjain,23.689678,77.817227,373.0,Alluvial,0.551,0.234,10.22,25.96,Central Plateau and Hills Region,Medium,Sprinkler,Kharif,July,8.04,17.24,6.13,125,0.22399998208000144,0.6399999488000041,0.13599998912000086,37.73,0.24967465789489596,High,Cool,21.367231120247997,1,1,1
25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans,Jammu and Kashmir,Srinagar,33.38636,75.678584,1201.2,Alluvial,0.406,0.449,8.03,34.1,Western Himalayan Region,Medium,Sprinkler,Kharif,August,12.1,16.97,6.45,107,0.23364483797711794,0.5607476111450831,0.20560745741986378,32.49,0.3313591981655037,High,Moderate,13.973048374202168,1,1,1
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,Uttar Pradesh,Meerut,26.316247,80.290685,125.7,Loamy,0.591,0.529,10.3,36.82,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,6.13,16.73,6.5,113,0.10619468086772735,0.6902654256402277,0.20353980499647742,36.49,0.17501882990760542,Medium,Cool,21.59222710948875,1,0,1
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,Himachal Pradesh,Kullu,31.732849,76.522236,1876.3,Loamy,0.885,0.349,3.75,36.21,Western Himalayan Region,Medium,Sprinkler,Kharif,July,15.09,15.39,6.32,108,0.05555555041152311,0.7129628969478798,0.23148146004801295,38.55,0.18004455419223725,Low,Moderate,27.899838881268753,0,1,1
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,Himachal Pradesh,Shimla,32.291354,77.264652,1218.3,Loamy,0.652,0.4,3.95,35.58,Western Himalayan Region,Low,Rainfed,Kharif,August,14.38,17.88,6.4,118,0.18644066216604557,0.6694914686871637,0.1440677844010352,38.31,0.23353821692270807,High,Moderate,24.640737119505335,1,1,1
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans,Jammu and Kashmir,Anantnag,34.270005,75.475963,1372.8,Loamy,0.868,0.489,3.03,25.67,Western Himalayan Region,High,Sprinkler,Kharif,July,11.0,15.99,5.09,122,0.22131145726955267,0.6557376511690449,0.12295080959419594,41.59,0.18745575345890195,Medium,Cool,32.52598792803849,1,1,1
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,Himachal Pradesh,Shimla,31.677845,76.921503,1526.3,Loamy,0.553,0.431,7.51,30.5,Western Himalayan Region,Medium,Rainfed,Kharif,July,15.22,18.44,6.72,88,0.11363635072314196,0.6249999289772807,0.2613636066632265,30.33,0.31032268365564813,High,Moderate,14.067763870803415,1,1,1
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans,Jammu and Kashmir,Baramulla,34.292904,75.505031,2723.8,Loamy,0.815,0.191,5.54,33.78,Western Himalayan Region,Low,Rainfed,Kharif,August,5.82,16.47,6.56,108,0.21296294324417192,0.6018517961248336,0.18518516803841037,38.17,0.28357837096533267,Medium,Moderate,27.502080227317496,1,1,1
19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans,Jammu and Kashmir,Jammu,33.518605,75.762727,3010.4,Alluvial,0.875,0.48,10.01,27.53,Western Himalayan Region,Low,Rainfed,Kharif,July,7.91,15.83,5.51,113,0.1681415780405683,0.6902654256402277,0.14159290782363648,40.78,0.18424992710537563,Low,Moderate,32.20644942404167,0,1,1
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans,Uttar Pradesh,Kanpur,26.847978,80.078528,107.8,Loamy,0.642,0.297,9.72,37.62,Upper Gangetic Plains Region,Low,Sprinkler,Kharif,August,6.03,14.46,6.21,109,0.17431191061358617,0.5963302205201633,0.2293577771231397,34.68,0.27438313621202565,High,Cool,19.668830155952996,1,1,1
22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans,Jammu and Kashmir,Srinagar,33.525591,75.209053,3036.0,Loamy,0.909,0.371,9.68,22.19,Western Himalayan Region,Low,Rainfed,Kharif,July,6.33,18.8,5.85,111,0.19819818034250627,0.6306305738170654,0.17117115575034633,38.68,0.18155250369204234,Low,Cool,27.10120374362437,0,1,1
37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans,Uttar Pradesh,Varanasi,27.715775,80.53351,107.1,Loamy,0.949,0.452,11.82,27.23,Upper Gangetic Plains Region,Low,Rainfed,Kharif,August,8.04,17.36,6.74,123,0.30081298367374115,0.5203251609491739,0.1788617740762785,43.05,0.2871205631237465,High,Cool,39.40699295740024,1,0,1
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,Uttar Pradesh,Varanasi,26.661524,79.754474,170.0,Alluvial,0.462,0.328,11.51,23.31,Upper Gangetic Plains Region,Medium,Rainfed,Kharif,August,8.42,14.2,5.11,99,0.11111109988776768,0.7171716447301368,0.1717171543720046,31.6,0.19058597483348796,Medium,Cool,13.319188828329999,1,1,1
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans,Uttar Pradesh,Meerut,26.434154,80.778722,243.8,Loamy,1.009,0.367,8.67,27.48,Upper Gangetic Plains Region,Medium,Rainfed,Kharif,August,7.24,17.7,5.32,117,0.15384614069691105,0.6752136175031096,0.17094015632990117,42.62,0.24575643863450844,High,Moderate,36.88068350551312,1,1,1
21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans,Himachal Pradesh,Solan,32.20273,77.345707,1354.1,Loamy,1.095,0.461,6.6,26.62,Western Himalayan Region,Low,Sprinkler,Kharif,July,8.69,18.47,6.49,101,0.20792077149299293,0.6237623144789788,0.1683168150181371,41.62,0.22437264581142172,Medium,Cool,36.6602151376125,1,0,1
24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans,Uttar Pradesh,Kanpur,27.101052,81.235401,126.3,Alluvial,0.592,0.339,9.49,25.3,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,6.36,15.99,5.42,126,0.1904761753590337,0.6349205845301124,0.1746031607457809,37.32,0.18342560705243563,Medium,Cool,21.180516166856002,1,0,1
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans,Madhya Pradesh,Indore,24.227407,78.777964,562.8,Loamy,0.776,0.485,15.54,35.08,Central Plateau and Hills Region,Medium,Rainfed,Kharif,July,13.5,17.53,7.89,116,0.2931034230083256,0.5172413347205745,0.18965515606421068,38.04,0.2568451040110543,Medium,Cool,26.372959434003995,1,0,1
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans,Uttar Pradesh,Varanasi,27.324365,80.448517,257.4,Loamy,0.902,0.256,7.28,22.72,Upper Gangetic Plains Region,Low,Sprinkler,Kharif,August,11.61,15.61,6.62,112,0.14285713010204196,0.6696427973533217,0.18749998325893005,39.32,0.18721121698976095,Medium,Cool,28.829685281349327,1,1,1
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,Jammu and Kashmir,Srinagar,33.350623,75.516135,1656.1,Alluvial,0.84,0.166,3.09,26.12,Western Himalayan Region,Low,Rainfed,Kharif,July,14.09,16.69,5.11,117,0.145299132880416,0.6581196018701195,0.19658117977938633,39.17,0.20784602948344866,Low,Moderate,27.95041111799999,0,1,1
37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans,Uttar Pradesh,Kanpur,28.067851,80.368278,243.1,Alluvial,0.453,0.451,11.11,21.76,Upper Gangetic Plains Region,Low,Rainfed,Kharif,July,9.61,15.44,5.38,127,0.29133855973712125,0.566929089218182,0.1417322723045455,36.3,0.23910054885894982,Medium,Cool,17.54871383233375,1,1,1
40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,kidneybeans,Madhya Pradesh,Jabalpur,23.196587,78.291844,413.9,Alluvial,0.642,0.596,14.66,29.91,Central Plateau and Hills Region,Low,Sprinkler,Kharif,July,13.48,19.25,6.85,133,0.3007518570863265,0.548872139182546,0.15037592854316326,40.18,0.22657036223020913,Low,Moderate,27.142340854933998,0,1,1
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans,Himachal Pradesh,Shimla,31.492337,76.815445,2309.2,Alluvial,0.822,0.489,4.85,28.88,Western Himalayan Region,Low,Rainfed,Kharif,July,17.21,17.7,5.72,103,0.08737863229333667,0.7475727429541026,0.16504852766519149,37.39,0.196544242425687,Medium,Moderate,24.869927918363995,1,1,1
1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,kidneybeans,Jammu and Kashmir,Anantnag,33.942403,75.375093,2848.8,Loamy,0.511,0.396,7.23,27.75,Western Himalayan Region,Medium,Sprinkler,Kharif,July,14.11,15.87,5.48,86,0.011627905624662135,0.7209301487290525,0.26744182936722916,28.87,0.2204436995091043,High,Cool,11.62359742361533,1,0,1
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,Himachal Pradesh,Solan,32.221977,77.209002,1145.6,Alluvial,0.678,0.212,5.13,29.72,Western Himalayan Region,Medium,Rainfed,Kharif,July,13.13,17.05,5.68,114,0.2894736588181001,0.5175438142505426,0.19298243921206673,37.71,0.35121472076833876,High,Moderate,25.922901260343753,1,1,1
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans,Uttar Pradesh,Kanpur,27.229938,80.742736,100.8,Loamy,1.043,0.373,8.42,33.39,Upper Gangetic Plains Region,Medium,Rainfed,Kharif,August,6.14,15.31,5.19,101,0.2277227497304208,0.584158358004123,0.18811879325556502,40.19,0.3179568155315522,High,Moderate,33.32242985441591,1,1,1
6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans,Jammu and Kashmir,Jammu,33.368432,74.865759,2179.7,Loamy,0.869,0.241,6.94,28.51,Western Himalayan Region,Medium,Sprinkler,Kharif,July,6.91,18.22,5.89,90,0.06666665925926007,0.6888888123456874,0.24444441728395364,35.49,0.25700905346368824,High,Moderate,23.225803248603995,1,1,1
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans,Himachal Pradesh,Shimla,31.77816,77.115051,1998.5,Alluvial,0.505,0.412,4.1,29.16,Western Himalayan Region,Low,Rainfed,Kharif,August,13.41,18.23,4.99,108,0.23148146004801295,0.5833332793209927,0.18518516803841037,32.5,0.20664419161152422,Medium,Cool,14.709107488673125,1,0,1
7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,kidneybeans,Madhya Pradesh,Jabalpur,24.064054,79.643706,381.3,Loamy,0.753,0.346,11.73,24.31,Central Plateau and Hills Region,Low,Rainfed,Kharif,August,7.16,17.71,6.13,109,0.06422017759447912,0.7247705757091215,0.21100915495328854,37.21,0.18978319766819346,Medium,Cool,24.3291498612845,1,1,1
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,Jammu and Kashmir,Srinagar,33.331465,75.131818,2810.1,Loamy,0.761,0.369,8.87,31.77,Western Himalayan Region,Low,Sprinkler,Kharif,July,7.45,15.87,5.82,97,0.08247421830162698,0.7422679647146427,0.17525771389095732,35.17,0.19182882757869427,Medium,Moderate,20.96619486962433,1,1,1
27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,kidneybeans,Himachal Pradesh,Solan,31.591449,77.290931,2572.6,Alluvial,0.768,0.247,9.07,20.25,Western Himalayan Region,Low,Rainfed,Kharif,August,15.31,17.24,6.06,106,0.25471695710217385,0.6037735279458936,0.1415094206123188,36.17,0.2755612069497568,High,Moderate,22.244796994559994,1,1,1
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans,Uttar Pradesh,Meerut,27.418595,79.181495,105.3,Loamy,0.955,0.477,6.6,30.36,Upper Gangetic Plains Region,Medium,Rainfed,Kharif,July,4.4,16.78,5.23,117,0.23931621886186163,0.5641025158886739,0.19658117977938633,42.16,0.3058186569135192,High,Moderate,37.64471091310624,1,1,1
